IES_ID;IES_ID_SNIESE;IES_NOMBRE_INSTIT;PRO_NOMBRE;CAN_NOMBRE;PRQ_NOMBRE;CAR_NOMBRE_CARRERA;AREA_NOMBRE;SUBAREA_NOMBRE;NIVEL;MODALIDAD;JORNADA;OFA_TITULO;OFA_ID;CUS_ID;CUS_CUPOS_NIVELACION;CUS_CUPOS_PRIMER_SEMESTRE;CUS_CUPOS_PC;CUS_TOTAL_CUPOS;DESCRIPCION_TIPO_CUPO;FOCALIZADA
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;PICHINCHA;PICHINCHA, CABECERA CANTONAL;EDUCACION BASICA;EDUCACION;EDUCACION;TERCER NIVEL;PRESENCIAL;VESPERTINA;;247847;350633;33;0;2;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;GESTION DEL TALENTO HUMANO;ADMINISTRACIÓN DE EMPRESAS Y DERECHO;EDUCACIÓN COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;MATUTINA;;246874;350689;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;INGENIERIA CIVIL;INGENIERIA, INDUSTRIA Y CONSTRUCCION;ARQUITECTURA Y CONSTRUCCION;TERCER NIVEL;PRESENCIAL;NOCTURNA;;250065;350093;36;0;4;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;COMUNICACION PARA TELEVISION, RELACIONES PUBLICAS Y PROTOCOLO;CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO;PERIODISMO E INFORMACION;TERCER NIVEL TECNOLÓGICO SUPERIOR;SEMI-PRESENCIAL;NO APLICA JORNADA;;249946;349755;0;28;2;30;CUPOS_PRIMER_SEMESTRE;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;EL CARMEN;EL CARMEN;ENFERMERIA;SALUD Y BIENESTAR;SALUD;TERCER NIVEL;PRESENCIAL;MATUTINA;;248997;349962;36;0;4;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;CHONE;CHONE;EXPLOTACION Y MANTENIMIENTO DE EQUIPOS BIOMEDICOS;INGENIERIA, INDUSTRIA Y CONSTRUCCION;INGENIERIA Y PROFESIONES AFINES;TERCER NIVEL TECNOLÓGICO SUPERIOR;PRESENCIAL;NOCTURNA;;250487;349588;0;38;2;40;CUPOS_PRIMER_SEMESTRE;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;CHONE;CHONE;TECNOLOGIA SUPERIOR EN RIEGO Y PRODUCCION AGRICOLA;AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA;AGRICULTURA;TERCER NIVEL TECNOLÓGICO SUPERIOR;PRESENCIAL;VESPERTINA;;250223;350055;0;38;2;40;CUPOS_PRIMER_SEMESTRE;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;ODONTOLOGIA;SALUD Y BIENESTAR;SALUD;TERCER NIVEL;PRESENCIAL;MATUTINA;;245498;350625;32;0;3;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;ODONTOLOGIA;SALUD Y BIENESTAR;SALUD;TERCER NIVEL;PRESENCIAL;VESPERTINA;;249514;349140;32;0;3;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;FISIOTERAPIA;SALUD Y BIENESTAR;SALUD;TERCER NIVEL;PRESENCIAL;MATUTINA;;245111;349317;36;0;4;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;INGENIERIA CIVIL;INGENIERIA, INDUSTRIA Y CONSTRUCCION;ARQUITECTURA Y CONSTRUCCION;TERCER NIVEL;PRESENCIAL;VESPERTINA;;247087;349967;33;0;2;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;INGENIERIA CIVIL;INGENIERIA, INDUSTRIA Y CONSTRUCCION;ARQUITECTURA Y CONSTRUCCION;TERCER NIVEL;PRESENCIAL;MATUTINA;;248905;350372;33;0;2;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;PEDAGOGIA DE LA ACTIVIDAD FISICA Y DEPORTE;EDUCACION;EDUCACION;TERCER NIVEL;PRESENCIAL;MATUTINA;;245813;350078;66;0;4;70;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;AGROINDUSTRIA;INGENIERIA, INDUSTRIA Y CONSTRUCCION;INDUSTRIA Y PRODUCCION;TERCER NIVEL;PRESENCIAL;MATUTINA;;248682;350356;28;0;2;30;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;TRABAJO SOCIAL;CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO;TERCER NIVEL;PRESENCIAL;MATUTINA;;245876;349971;63;0;7;70;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;DERECHO;CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO;DERECHO;TERCER NIVEL;PRESENCIAL;MATUTINA;;249356;349552;36;0;4;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;TURISMO SOSTENIBLE;SERVICIOS;SERVICIOS PERSONALES;TERCER NIVEL;PRESENCIAL;NOCTURNA;;248130;350209;33;0;2;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;SUCRE;BAHÍA DE CARÁQUEZ;DERECHO;CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO;DERECHO;TERCER NIVEL;PRESENCIAL;VESPERTINA;;247854;350283;33;0;2;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;BIENES RAICES;ADMINISTRACIÓN DE EMPRESAS Y DERECHO;EDUCACIÓN COMERCIAL Y ADMINISTRACION;TERCER NIVEL TECNOLÓGICO SUPERIOR;PRESENCIAL;NOCTURNA;;246848;349078;0;33;2;35;CUPOS_PRIMER_SEMESTRE;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;EDUCACION INCLUSIVA;EDUCACION;EDUCACION;TERCER NIVEL;PRESENCIAL;MATUTINA;;248090;349897;57;0;3;60;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;SUCRE;BAHÍA DE CARÁQUEZ;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN DE EMPRESAS Y DERECHO;EDUCACIÓN COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;MATUTINA;;249942;350552;28;0;2;30;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;MEDICINA;SALUD Y BIENESTAR;SALUD;TERCER NIVEL;PRESENCIAL;MATUTINA;;249533;349061;63;0;7;70;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;MEDICINA;SALUD Y BIENESTAR;SALUD;TERCER NIVEL;PRESENCIAL;VESPERTINA;;249523;349425;63;0;7;70;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;PEDERNALES;PEDERNALES, CABECERA CANTONAL;GASTRONOMIA;SERVICIOS;SERVICIOS PERSONALES;TERCER NIVEL TECNOLÓGICO SUPERIOR;PRESENCIAL;MATUTINA;;248510;350299;0;33;2;35;CUPOS_PRIMER_SEMESTRE;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;SOCIOLOGIA;CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO;TERCER NIVEL;HIBRIDA;NO APLICA JORNADA;;248939;350479;23;0;2;25;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;EL CARMEN;EL CARMEN;FINANZAS;ADMINISTRACION;EDUCACION COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;VESPERTINA;;250044;349331;28;0;2;30;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;INGENIERIA AMBIENTAL;INGENIERIA, INDUSTRIA Y CONSTRUCCION;INGENIERIA Y PROFESIONES AFINES;TERCER NIVEL;PRESENCIAL;MATUTINA;;249494;349824;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;AGROPECUARIA;AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA;AGRICULTURA;TERCER NIVEL;PRESENCIAL;MATUTINA;;248250;349938;36;0;4;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;ELECTRICIDAD;INGENIERIA, INDUSTRIA Y CONSTRUCCION;INGENIERIA Y PROFESIONES AFINES;TERCER NIVEL;PRESENCIAL;MATUTINA;;245027;349002;66;0;4;70;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;BIOLOGIA;CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA;CIENCIAS BIOLOGICAS Y AFINES;TERCER NIVEL;PRESENCIAL;VESPERTINA;;246183;349528;47;0;3;50;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;BIOLOGIA;CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA;CIENCIAS BIOLOGICAS Y AFINES;TERCER NIVEL;PRESENCIAL;MATUTINA;;248991;350631;47;0;3;50;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;CONTABILIDAD Y AUDITORIA;ADMINISTRACION;EDUCACION COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;NOCTURNA;;245768;349079;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;CONTABILIDAD Y AUDITORIA;ADMINISTRACION;EDUCACION COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;MATUTINA;;246058;349920;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;COMERCIO EXTERIOR;ADMINISTRACION;EDUCACION COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;MATUTINA;;249255;350412;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;COMERCIO EXTERIOR;ADMINISTRACION;EDUCACION COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;VESPERTINA;;245753;349999;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;PEDAGOGIA DE LA LENGUA Y LA LITERATURA;EDUCACION;EDUCACION;TERCER NIVEL;PRESENCIAL;MATUTINA;;247032;349208;33;0;2;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;PEDAGOGIA DE LOS IDIOMAS NACIONALES Y EXTRANJEROS;EDUCACION;EDUCACION;TERCER NIVEL;PRESENCIAL;VESPERTINA;LICENCIADO/A EN PEDAGOGIA DEL IDIOMA INGLES;247555;349150;33;0;2;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;PEDERNALES;PEDERNALES, CABECERA CANTONAL;ADMINISTRACION DE EMPRESAS;ADMINISTRACION;EDUCACION COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;VESPERTINA;;247307;350346;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;MERCADOTECNIA O MARKETING;ADMINISTRACION;EDUCACION COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;VESPERTINA;;247922;350559;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;MERCADOTECNIA O MARKETING;ADMINISTRACION;EDUCACION COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;MATUTINA;;247519;350655;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;SUCRE;BAHÍA DE CARÁQUEZ;ENFERMERIA;SALUD Y BIENESTAR;SALUD;TERCER NIVEL;PRESENCIAL;VESPERTINA;;247204;350047;27;0;3;30;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;TOSAGUA;TOSAGUA, CABECERA CANTONAL;GASTRONOMIA;SERVICIOS;SERVICIOS PERSONALES;TERCER NIVEL TECNOLÓGICO SUPERIOR;PRESENCIAL;NOCTURNA;;244942;350741;0;38;2;40;CUPOS_PRIMER_SEMESTRE;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;ADMINISTRACION DE EMPRESAS;ADMINISTRACION;EDUCACION COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;NOCTURNA;;247607;350561;36;0;4;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;EL CARMEN;EL CARMEN;ALIMENTOS;INGENIERIA, INDUSTRIA Y CONSTRUCCION;INDUSTRIA Y PRODUCCION;TERCER NIVEL;PRESENCIAL;MATUTINA;;250690;350240;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;INGENIERIA MARITIMA;INGENIERIA, INDUSTRIA Y CONSTRUCCION;INGENIERIA Y PROFESIONES AFINES;TERCER NIVEL;PRESENCIAL;MATUTINA;;248969;349891;66;0;4;70;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;INGENIERIA INDUSTRIAL;INGENIERIA, INDUSTRIA Y CONSTRUCCION;INDUSTRIA Y PRODUCCION;TERCER NIVEL;PRESENCIAL;MATUTINA;;248913;349564;71;0;4;75;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;PSICOLOGIA EDUCATIVA;CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO;TERCER NIVEL;PRESENCIAL;MATUTINA;;249091;350081;32;0;3;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;SUCRE;BAHÍA DE CARÁQUEZ;FISIOTERAPIA;SALUD Y BIENESTAR;SALUD;TERCER NIVEL;PRESENCIAL;VESPERTINA;;248364;350685;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;PICHINCHA;PICHINCHA, CABECERA CANTONAL;AGRONEGOCIOS;ADMINISTRACION;EDUCACION COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;MATUTINA;;248009;350587;28;0;2;30;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;EL CARMEN;EL CARMEN;AUDITORIA Y CONTROL DE GESTION;ADMINISTRACION;EDUCACION COMERCIAL Y ADMINISTRACION;TERCER NIVEL;PRESENCIAL;VESPERTINA;;244914;350329;33;0;2;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;PEDERNALES;PEDERNALES, CABECERA CANTONAL;AGROPECUARIA;AGRICULTURA, SILVICULTURA, PESCA Y VETERINARIA;AGRICULTURA;TERCER NIVEL;PRESENCIAL;MATUTINA;;246006;350477;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;TOSAGUA;TOSAGUA, CABECERA CANTONAL;EDUCACION INICIAL;EDUCACION;EDUCACION;TERCER NIVEL;PRESENCIAL;VESPERTINA;;244928;349338;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;COMUNICACION;CIENCIAS SOCIALES, PERIODISMO E INFORMACIÓN;PERIODISMO E INFORMACIÓN;TERCER NIVEL;HIBRIDA;NO APLICA JORNADA;;247258;349532;57;0;3;60;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;DISEÑO TEXTIL E INDUMENTARIA;ARTES Y HUMANIDADES;ARTES;TERCER NIVEL;HIBRIDA;NO APLICA JORNADA;;245394;350142;23;0;2;25;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;EDUCACION INICIAL BILINGÜE;EDUCACION;EDUCACION;TERCER NIVEL;PRESENCIAL;MATUTINA;;248093;349410;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;EL CARMEN;EL CARMEN;FISIOTERAPIA;SALUD Y BIENESTAR;SALUD;TERCER NIVEL;PRESENCIAL;NOCTURNA;;249838;349548;32;0;3;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;CHONE;CHONE;EDUCACION BASICA BILINGÜE;EDUCACION;EDUCACION;TERCER NIVEL;PRESENCIAL;NOCTURNA;;250591;349393;38;0;2;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;DERECHO;CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO;DERECHO;TERCER NIVEL;PRESENCIAL;MATUTINA;;247584;349919;86;0;9;95;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;PSICOLOGIA;CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO;TERCER NIVEL;PRESENCIAL;VESPERTINA;;244917;350100;32;0;3;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;PSICOLOGIA;CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO;CIENCIAS SOCIALES Y DEL COMPORTAMIENTO;TERCER NIVEL;PRESENCIAL;MATUTINA;;249597;350217;32;0;3;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;SANTO DOMINGO DE LOS COLORADOS;FISIOTERAPIA;SALUD Y BIENESTAR;SALUD;TERCER NIVEL;PRESENCIAL;VESPERTINA;;248363;350619;36;0;4;40;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;SUCRE;BAHÍA DE CARÁQUEZ;ARQUEOLOGIA;ARTES Y HUMANIDADES;HUMANIDADES;TERCER NIVEL;PRESENCIAL;VESPERTINA;;246672;349633;33;0;2;35;CUPOS_NIVELACIÓN;N
102;1016;UNIVERSIDAD LAICA ELOY ALFARO DE MANABI;MANABÍ;MANTA;MANTA;ARQUEOLOGIA;ARTES Y HUMANIDADES;HUMANIDADES;TERCER NIVEL;PRESENCIAL;MATUTINA;;250280;349996;23;0;2;25;CUPOS_NIVELACIÓN;N
